symbol_in,symbol_out,chain,sc_in,des_in,sc_out,des_out,status,CEX_GATE,CEX_BINANCE,CEX_MEXC,CEX_KUCOIN,CEX_BITGET,CEX_BYBIT,CEX_INDODAX,DEX_KYBER,DEX_0X,DEX_ODOS,DEX_OKX,DEX_1INCH,DEX_PARASWAP
BTTC,USDT,bsc,0x352cb5e19b12fc216548a2677bd0fce83bae434b,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SHIB,USDT,bsc,0x2859e4544c4bb03966803b044a93563bd2d0dd4d,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BONK,USDT,bsc,0xa697e272a73744b343528c3bc4702f2565b2f422,5,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
XEC,USDT,bsc,0x0ef2e7602add1733bfdb17ac3094d0421b502ca3,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
WIN,USDT,bsc,0xaef0d72a118ce24fee3cd1d43d383897d05b4e99,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
FLOKI,USDT,bsc,0xfb5b838b6cfeedc2873ab27866079ac55363d37e,9,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
1MBABYDOGE,USDT,bsc,0xc748673057861a797275cd8a068abb95a902e8de,15,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SLP,USDT,bsc,0x070a08beef8d36734dd67a491202ff35a6a16d97,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
1000CHEEMS,USDT,bsc,0x0df0587216a4a1bb7d5082fdc491d93d2dd4b413,21,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
MBL,USDT,bsc,0x18e37f96628db3037d633fe4d469fb1933a63c5b,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
COS,USDT,bsc,0x96dd399f9c3afda1f194182f71600f1b65946501,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
IOST,USDT,bsc,0xaf48b7e315a52518cfbf7d96c455d9dfad94cb48,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BANANAS31,USDT,bsc,0x3d4f0513e8a29669b960f9dbca61861548a9a760,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
TLM,USDT,bsc,0x2222227e22102fe3322098e4cbfe18cfebd57c95,4,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BEAMX,USDT,bsc,0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
QKC,USDT,bsc,0xa1434f1fc3f437fa33f7a781e041961c0205b5da,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
QI,USDT,bsc,0x8729438eb15e2c8b576fcc6aecda6a148776c0f5,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
1000CAT,USDT,bsc,0x6894cde390a3f51155ea41ed24a33a4827d3063d,21,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CELR,USDT,bsc,0x1f9f6a696c6fd109cd3956f45dc709d2b3902163,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
POND,USDT,bsc,0xa1428370f540b4c4e319224165ecae513a391f77,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
G,USDT,bsc,0x9c7beba8f6ef6643abd725e45a4e8387ef260649,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ZIL,USDT,bsc,0xb86abcb37c3a4b64f74f59301aff131a1becc787,12,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DATA,USDT,bsc,0x0864c156b3c5f69824564dec60c629ae6401bf2a,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
JASMY,USDT,bsc,0x15669cf161946c09a8b207650bfbb00e3d8a2e3e,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ANKR,USDT,bsc,0xf307910a4c7bbc79691fd374889b36d8531b08e3,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
PEOPLE,USDT,bsc,0x2c44b726adf1963ca47af88b284c06f30380fc78,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
IOTX,USDT,bsc,0x9678e42cebeb63f23197d726b29b1cb20d0064e5,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ACH,USDT,bsc,0xbc7d6b50616989655afd682fb42743507003056d,8,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
TOWNS,USDT,bsc,0x00000000bca93b25a6694ca3d2109d545988b13b,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SOLV,USDT,bsc,0xabe8e5cabe24cb36df9540088fd7ce1175b9bc52,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
VET,USDT,bsc,0x6fdcdfef7c496407ccb0cec90f9c5aaa1cc8d888,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
MDT,USDT,bsc,0x668db7aa38eac6b40c9d13dbe61361dc4c4611d1,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
TRU,USDT,bsc,0xb4fcdcb8a0b29247466720ff81587d1a6f4fc4d7,8,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ALT,USDT,bsc,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
RDNT,USDT,bsc,0xf7de7e8a6bd59ed41a4b5fe50278b3b7f31384df,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
IDEX,USDT,bsc,0x0856978f7ffff0a2471b4520e3521c4b3343e36f,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DF,USDT,bsc,0x4a9a2b2b04549c3927dd2c9668a5ef3fca473623,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ARPA,USDT,bsc,0x6f769e65c14ebd1f68817f5f1dcdb61cfa2d6f7e,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
TST,USDT,bsc,0x86bb94ddd16efc8bc58e6b056e8df71d9e666429,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SOPH,USDT,bsc,0x31dba3c96481fde3cd81c2aaf51f2d8bf618c742,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SUN,USDT,bsc,0xa1e6c58d503e4eee986167f45a063853cefe08c3,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
D,USDT,bsc,0x8fb238058e71f828f505582e65b1d14f8cf52067,6,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BROCCOLI714,USDT,bsc,0x6d5ad1592ed9d6d1df9b93c793ab759573ed6714,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
MUBARAK,USDT,bsc,0x5c85d6c6825ab4032337f11ee92a72df936b46f6,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
TUT,USDT,bsc,0xcaae2a2f939f51d97cdfa9a86e79e3f085b799f3,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
GMT,USDT,bsc,0x3019bf2a2ef8040c242c9a4c5c4bd4c81678b2a1,8,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
HUMA,USDT,bsc,0x92516e0ddf1ddbf7fab1b79cac26689fdc5ba8e6,6,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
HOME,USDT,bsc,0x4bfaa776991e85e5f8b1255461cbbd216cfc714f,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ATA,USDT,bsc,0xa2120b9e674d3fc3875f415a7df52e382f141225,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
JST,USDT,bsc,0xea998d307aca04d4f0a3b3036aba84ae2e409c0a,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DODO,USDT,bsc,0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
COTI,USDT,bsc,0xadbaf88b39d37dc68775ed1541f1bf83a5a45feb,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SPK,USDT,bsc,0xaff2e841851700d1fc101995ee6b81ae21bb87d7,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
C98,USDT,bsc,0xaec945e04baf28b135fa7c640f624f8d90f1c3a6,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
BMT,USDT,bsc,0x7d814b9ed370ec0a502edc3267393bf62d891b62,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
MAV,USDT,bsc,0xd691d9a68c887bdf34da8c36f63487333acfd103,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SIGN,USDT,bsc,0x868fced65edbf0056c4163515dd840e9f287a4c3,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
GLMR,USDT,bsc,0x76f3ce6af26de7a9854dbd153acd8f46a2cf5133,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
WOO,USDT,bsc,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
NFP,USDT,bsc,0x551897f8203bd131b350601d3ac0679ba0fc0136,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CHESS,USDT,bsc,0x20de22029ab63cf9a7cf5feb2b737ca1ee4c82a6,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
DUSK,USDT,bsc,0xb2bd0749dbe21f623d9baba856d3b0f0e1bfec9c,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
OGN,USDT,bsc,0x9c1962e0ac2a370ab4c4f4eecba6483d8764c4b2,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
MBOX,USDT,bsc,0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
HFT,USDT,bsc,0x44ec807ce2f4a6f2737a92e985f318d035883e47,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CTSI,USDT,bsc,0x8da443f84fea710266c8eb6bc34b71702d033ef2,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CGPT,USDT,bsc,0x9840652dc04fb9db2c43853633f0f62be6f00f98,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
RESOLV,USDT,bsc,0xda6cef7f667d992a60eb823ab215493aa0c6b360,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
PHA,USDT,bsc,0x0112e557d400474717056c4e6d40edd846f38351,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
HEMI,USDT,bsc,0x5ffd0eadc186af9512542d0d5e5eafc65d5afc5b,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CHR,USDT,bsc,0xf9cec8d50f6c8ad3fb6dccec577e05aa32b224fe,6,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
LRC,USDT,bsc,0x66e4d38b20173f509a1ff5d82866949e4fe898da,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
HOOK,USDT,bsc,0xa260e12d2b924cb899ae80bb58123ac3fee1e2f0,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
FIS,USDT,bsc,0xf4bafaeae73a4a7c8b6479970075e91e641fb1fc,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SAHARA,USDT,bsc,0xfdffb411c4a70aa7c95d5c981a6fb4da867e1111,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
AI,USDT,bsc,0xbda011d7f8ec00f66c1923b049b94c67d148d8b2,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SYN,USDT,bsc,0xa4080f1778e69467e905b8d6f72f6e441f9e9484,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
PARTI,USDT,bsc,0x59264f02d301281f3393e1385c0aefd446eb0f00,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
COOKIE,USDT,bsc,0xc0041ef357b183448b235a8ea73ce4e4ec8c265f,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
SHELL,USDT,bsc,0xf2c88757f8d03634671208935974b60a2a28bdb3,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ONT,USDT,bsc,0xfd7b3a77848f1c2d67e05e54d78d174a0c850335,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
HAEDAL,USDT,bsc,0x3d9be0ac1001cd81c32464276d863d2ffdca4967,9,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ADX,USDT,bsc,0x6bff4fb161347ad7de4a625ae5aa3a1ca7077819,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
ID,USDT,bsc,0x2dff88a56767223a5529ea5960da7a3f5f766406,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
CFX,USDT,bsc,0x045c4324039da91c52c55df5d785385aab073dcf,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
C,USDT,bsc,0xc32cc70741c3a8433dcbcb5ade071c299b55ffc8,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
FLUX,USDT,bsc,0xaff9084f2374585879e8b434c399e29e80cce635,8,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
MITO,USDT,bsc,0x8e1e6bf7e13c400269987b65ab2b5724b016caef,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
FF,USDT,bsc,0xac23b90a79504865d52b49b327328411a23d4db2,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
WLFI,USDT,bsc,0x47474747477b199288bf72a1d702f7fe0fb1deea,18,0x55d398326f99059fF775485246999027B3197955,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,900|800,100|70,1200|1100,400|350,1000|900,300|250
